Year,Month,Day,Hour,Minute,Second,batt_mV,Channel,Gape,Line_ID,Sensor_ID,Rep,Mussel_ID,Time_Machine,Beaker_ID,Group,File_name,P_Status,Status,Length(mm),Intensity,Note
2025,7,24,12,46,40,4656,Ch2,3912,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,46,40,4656,Ch6,590,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,46,40,4656,Ch7,1946,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,46,50,4656,Ch1,2812,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,46,50,4656,Ch2,3913,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,46,50,4656,Ch6,589,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,46,50,4656,Ch7,1944,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,47,0,4656,Ch1,2809,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,47,0,4656,Ch2,3914,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,47,0,4656,Ch6,589,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,47,0,4656,Ch7,1945,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,47,10,4656,Ch1,2804,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,47,10,4656,Ch2,3913,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,47,10,4656,Ch6,590,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,47,10,4656,Ch7,1946,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,47,20,4660,Ch1,2804,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,47,20,4660,Ch2,3913,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,47,20,4660,Ch6,589,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,47,20,4660,Ch7,1945,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,47,30,4656,Ch1,2792,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,47,30,4656,Ch2,3912,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,47,30,4656,Ch6,589,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,47,30,4656,Ch7,1946,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,47,40,4651,Ch1,2701,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,47,40,4651,Ch2,3912,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,47,40,4651,Ch6,590,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,47,40,4651,Ch7,1945,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,47,50,4656,Ch1,2888,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,47,50,4656,Ch2,3913,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,47,50,4656,Ch6,591,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,47,50,4656,Ch7,1946,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,48,0,4656,Ch1,2806,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,48,0,4656,Ch2,3914,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,48,0,4656,Ch6,593,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,48,0,4656,Ch7,1944,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,48,10,4656,Ch1,2829,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,48,10,4656,Ch2,3912,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,48,10,4656,Ch6,593,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,48,10,4656,Ch7,1945,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,48,20,4656,Ch1,2818,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,48,20,4656,Ch2,3913,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,48,20,4656,Ch6,598,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,48,20,4656,Ch7,1944,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,48,30,4651,Ch1,2771,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,48,30,4651,Ch2,3912,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,48,30,4651,Ch6,613,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,48,30,4651,Ch7,1945,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,48,40,4656,Ch1,2746,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,48,40,4656,Ch2,3913,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,48,40,4656,Ch6,614,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,48,40,4656,Ch7,1945,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,48,50,4656,Ch1,2788,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,48,50,4656,Ch2,3912,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,48,50,4656,Ch6,620,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,48,50,4656,Ch7,1947,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,49,0,4651,Ch1,2782,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,49,0,4651,Ch2,3912,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,49,0,4651,Ch6,619,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,49,0,4651,Ch7,1947,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,49,10,4651,Ch1,2780,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,49,10,4651,Ch2,3912,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,49,10,4651,Ch6,618,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,49,10,4651,Ch7,1945,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,49,20,4656,Ch1,2780,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,49,20,4656,Ch2,3912,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,49,20,4656,Ch6,612,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,49,20,4656,Ch7,1946,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,49,30,4656,Ch1,2776,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,49,30,4656,Ch2,3912,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,49,30,4656,Ch6,593,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,49,30,4656,Ch7,1945,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,49,40,4651,Ch1,2774,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,49,40,4651,Ch2,3910,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,49,40,4651,Ch6,592,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,49,40,4651,Ch7,1946,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,49,50,4656,Ch1,2771,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,49,50,4656,Ch2,3912,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,49,50,4656,Ch6,592,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,49,50,4656,Ch7,1945,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,12,50,0,4656,Ch1,2794,1,B,23,G80,12:20-12:50,1,CM,00000029.DAT,infected,infected,32,7,NA
2025,7,24,12,50,0,4656,Ch2,3910,2,B,23,B54,12:20-12:50,2,CM,00000029.DAT,uninfected,uninfected,"34,4",0,NA
2025,7,24,12,50,0,4656,Ch6,602,6,B,23,G26,12:20-12:50,3,HS,00000029.DAT,infected,infected,"33,6",4,NA
2025,7,24,12,50,0,4656,Ch7,1945,7,B,23,B68,12:20-12:50,4,HS,00000029.DAT,uninfected,uninfected,"34,8",0,NA
2025,7,24,13,35,0,4651,Ch1,2312,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,35,0,4651,Ch2,4041,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,35,0,4651,Ch6,1019,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,35,0,4651,Ch7,2345,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,35,10,4651,Ch1,2311,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,35,10,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,35,10,4651,Ch6,1019,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,35,10,4651,Ch7,2341,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,35,20,4651,Ch1,2311,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,35,20,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,35,20,4651,Ch6,1018,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,35,20,4651,Ch7,2340,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,35,30,4651,Ch1,2312,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,35,30,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,35,30,4651,Ch6,1018,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,35,30,4651,Ch7,2340,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,35,40,4651,Ch1,2309,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,35,40,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,35,40,4651,Ch6,1019,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,35,40,4651,Ch7,2341,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,35,50,4651,Ch1,2311,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,35,50,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,35,50,4651,Ch6,1018,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,35,50,4651,Ch7,2341,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,36,0,4651,Ch1,2311,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,36,0,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,36,0,4651,Ch6,1011,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,36,0,4651,Ch7,2340,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,36,10,4665,Ch1,2311,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,36,10,4665,Ch2,4041,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,36,10,4665,Ch6,980,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,36,10,4665,Ch7,2340,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,36,20,4651,Ch1,2309,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,36,20,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,36,20,4651,Ch6,959,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,36,20,4651,Ch7,2337,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,36,30,4651,Ch1,2309,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,36,30,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,36,30,4651,Ch6,949,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,36,30,4651,Ch7,2341,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,36,40,4651,Ch1,2310,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,36,40,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,36,40,4651,Ch6,942,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,36,40,4651,Ch7,2358,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,36,50,4651,Ch1,2309,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,36,50,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,36,50,4651,Ch6,930,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,36,50,4651,Ch7,2364,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,37,0,4651,Ch1,2309,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,37,0,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,37,0,4651,Ch6,895,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,37,0,4651,Ch7,2366,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,37,10,4651,Ch1,2310,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,37,10,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,37,10,4651,Ch6,902,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,37,10,4651,Ch7,2364,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,37,20,4651,Ch1,2310,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,37,20,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,37,20,4651,Ch6,903,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,37,20,4651,Ch7,2372,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,37,30,4651,Ch1,2307,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,37,30,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,37,30,4651,Ch6,902,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,37,30,4651,Ch7,2362,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,37,40,4651,Ch1,2310,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,37,40,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,37,40,4651,Ch6,902,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,37,40,4651,Ch7,2254,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,37,50,4651,Ch1,2308,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,37,50,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,37,50,4651,Ch6,902,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,37,50,4651,Ch7,2448,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,38,0,4651,Ch1,2305,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,38,0,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,38,0,4651,Ch6,901,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,38,0,4651,Ch7,2445,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,38,10,4651,Ch1,2292,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,38,10,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,38,10,4651,Ch6,901,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,38,10,4651,Ch7,2443,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,38,20,4651,Ch1,2284,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,38,20,4651,Ch2,4043,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,38,20,4651,Ch6,901,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,38,20,4651,Ch7,2443,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,38,30,4651,Ch1,2276,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,38,30,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,38,30,4651,Ch6,900,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,38,30,4651,Ch7,2443,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,38,40,4651,Ch1,2238,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,38,40,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,38,40,4651,Ch6,898,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,38,40,4651,Ch7,2441,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,38,50,4651,Ch1,2231,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,38,50,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,38,50,4651,Ch6,886,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,38,50,4651,Ch7,2440,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,39,0,4651,Ch1,2255,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,39,0,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,39,0,4651,Ch6,860,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,39,0,4651,Ch7,2433,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,39,10,4651,Ch1,2253,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,39,10,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,39,10,4651,Ch6,811,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,39,10,4651,Ch7,2426,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,39,20,4651,Ch1,2253,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,39,20,4651,Ch2,4041,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,39,20,4651,Ch6,789,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,39,20,4651,Ch7,2380,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
2025,7,24,13,39,30,4651,Ch1,2231,1,B,24,Y69,13:35-14:05,1,CM,00000030.DAT,infected,infected,"33,5",11,NA
2025,7,24,13,39,30,4651,Ch2,4042,2,B,24,P11,13:35-14:05,2,CM,00000030.DAT,uninfected,uninfected,34,0,NA
2025,7,24,13,39,30,4651,Ch6,779,6,B,24,Y18,13:35-14:05,3,HS,00000030.DAT,infected,infected,"31,5",16,NA
2025,7,24,13,39,30,4651,Ch7,2350,7,B,24,P31,13:35-14:05,4,HS,00000030.DAT,uninfected,uninfected,33,0,NA
